order_id,user_id,food_name,distance_km,restaurant_prep_time_min,hour_of_day,is_peak_hour,order_value_inr,customer_total_past_orders,customer_is_premium,customer_complaints_90d,cuisine_type,weather,traffic_level,vehicle_type,delivery_time_min,customer_rating,churned,rating
219,user_084,Paneer Tikka,9.61,17,9,0,1327.16,32,0,0,South Indian,Cloudy,Low,Scooter,50.5,1,0,1
220,user_090,Margherita Pizza,5.96,9,21,0,387.69,1,0,0,Fast Food,Storm,Medium,Bike,53.2,3,0,1
221,user_006,Veg Fried Rice,6.22,24,23,0,379.65,33,0,1,South Indian,Sunny,Medium,Bike,48.5,4,0,2
222,user_013,Sushi Roll,8.22,8,15,1,1269.33,63,1,0,Continental,Storm,Medium,Bike,66.8,1,0,4
223,user_098,Paneer Tikka,2.51,6,8,1,1293.15,46,0,2,Italian,Rain,Medium,Bike,41.0,1,1,2
224,user_059,Sushi Roll,11.48,13,20,0,1329.87,11,0,2,Continental,Cloudy,Medium,Scooter,56.9,4,0,4
225,user_079,Paneer Tikka,1.17,10,12,0,245.2,75,0,3,Fast Food,Cloudy,Low,Bike,22.0,4,0,4
226,user_089,Ice Cream Cone,3.51,15,11,1,117.3,67,0,1,Fast Food,Sunny,Medium,Scooter,47.1,3,0,4
227,user_061,Chocolate Donut,7.88,9,13,0,1274.65,71,0,0,Continental,Cloudy,Medium,Scooter,44.1,2,0,1
228,user_058,Paneer Tikka,1.08,12,23,0,870.69,48,0,1,Fast Food,Rain,Low,Scooter,24.6,4,0,4
229,user_066,Veg Fried Rice,1.68,18,14,0,150.16,70,1,0,Italian,Sunny,Medium,Bicycle,35.6,5,0,4
230,user_085,Margherita Pizza,4.32,29,8,0,967.66,60,0,2,Italian,Rain,Low,Bike,48.4,1,1,3
231,user_025,Ice Cream Cone,1.72,10,18,0,789.39,52,1,1,Italian,Rain,High,Bicycle,40.4,4,0,1
232,user_007,Veg Fried Rice,9.38,19,21,0,740.34,75,0,1,Fast Food,Sunny,High,Bicycle,64.5,1,0,5
233,user_098,Margherita Pizza,9.88,8,16,1,642.37,41,0,3,Fast Food,Cloudy,High,Bicycle,66.8,5,0,4
234,user_088,Sushi Roll,7.43,28,12,1,817.21,70,0,1,Italian,Rain,Medium,Bike,67.4,5,0,2
235,user_067,Paneer Tikka,6.97,23,8,0,898.89,53,0,2,South Indian,Rain,High,Bike,66.8,4,0,4
236,user_070,Paneer Tikka,9.13,10,19,1,1476.95,32,1,0,Chinese,Sunny,High,Bike,64.0,3,0,4
237,user_088,Sushi Roll,3.23,30,9,0,1215.57,36,0,0,Indian,Cloudy,High,Bicycle,60.6,4,0,1
238,user_023,Ice Cream Cone,10.4,19,10,0,1261.98,47,0,1,Continental,Rain,Low,Bicycle,57.0,2,0,2
239,user_042,Veg Fried Rice,6.9,9,9,0,325.3,32,1,3,Chinese,Sunny,Medium,Bike,41.8,2,1,5
240,user_069,Chocolate Donut,1.34,27,10,0,545.0,28,0,0,Continental,Rain,Medium,Bicycle,47.0,2,0,3
241,user_083,Veg Fried Rice,3.88,29,15,1,965.59,60,0,0,Chinese,Cloudy,High,Scooter,64.7,3,0,1
242,user_006,Sushi Roll,6.71,14,14,0,134.59,66,0,2,Continental,Rain,Medium,Bike,49.7,5,0,3
243,user_027,Veg Fried Rice,9.39,22,21,0,110.26,8,1,1,South Indian,Sunny,Low,Bike,51.1,4,0,1
244,user_081,Chocolate Donut,0.94,7,21,0,175.98,32,0,1,Continental,Cloudy,Low,Scooter,23.7,4,0,3
245,user_088,Sushi Roll,7.88,24,10,0,188.53,74,1,0,Indian,Storm,High,Bike,74.6,5,1,3
246,user_094,Ice Cream Cone,2.3,12,19,1,290.93,50,0,2,Fast Food,Storm,Medium,Bicycle,55.9,2,0,1
247,user_024,Margherita Pizza,7.36,22,16,1,866.54,10,0,2,South Indian,Cloudy,Low,Bike,54.1,5,1,2
248,user_063,Sushi Roll,10.29,22,19,0,745.77,70,1,0,Indian,Cloudy,High,Bicycle,68.6,2,0,2
249,user_047,Sushi Roll,10.85,15,21,0,780.21,42,0,2,Continental,Cloudy,Low,Scooter,52.8,2,0,2
250,user_100,Sushi Roll,7.87,13,23,0,1276.15,17,0,2,Indian,Rain,Low,Bike,47.0,4,0,5
251,user_081,Paneer Tikka,3.73,9,20,1,1347.82,25,0,0,Indian,Cloudy,High,Bicycle,54.0,1,0,5
252,user_038,Margherita Pizza,11.99,20,22,0,1015.47,19,0,1,Chinese,Sunny,High,Scooter,71.3,5,0,5
253,user_073,Ice Cream Cone,8.12,30,12,0,1474.59,21,0,1,South Indian,Sunny,Medium,Scooter,58.0,2,0,4
254,user_006,Ice Cream Cone,3.54,12,18,1,159.93,26,0,2,Italian,Sunny,Low,Scooter,34.6,4,0,1
255,user_029,Veg Fried Rice,7.06,17,20,0,1015.15,46,0,0,Continental,Rain,High,Scooter,60.6,4,0,3
256,user_078,Ice Cream Cone,10.64,19,11,1,331.85,9,0,2,Italian,Storm,Medium,Bicycle,77.2,2,1,2
257,user_081,Veg Fried Rice,6.01,11,9,0,927.11,52,1,0,Fast Food,Rain,High,Bike,51.5,5,0,5
258,user_061,Chocolate Donut,6.44,17,13,0,939.1,72,0,2,Chinese,Sunny,Low,Scooter,40.7,2,0,2
259,user_003,Margherita Pizza,6.37,10,21,0,1113.86,43,0,0,Fast Food,Cloudy,High,Bike,50.3,4,0,2
260,user_100,Ice Cream Cone,7.4,30,21,0,844.0,15,1,1,South Indian,Sunny,Low,Scooter,51.9,5,0,5
261,user_030,Paneer Tikka,3.14,30,17,0,774.97,48,0,0,Fast Food,Rain,Low,Bicycle,44.4,3,0,5
262,user_014,Margherita Pizza,9.05,5,21,1,909.18,15,0,3,South Indian,Storm,Medium,Bike,66.1,3,0,5
263,user_033,Sushi Roll,7.54,26,19,0,656.44,26,0,3,Italian,Rain,High,Scooter,66.1,5,0,4
264,user_088,Ice Cream Cone,5.64,27,9,0,1428.94,12,1,3,Continental,Cloudy,High,Bike,63.7,5,0,2
265,user_067,Sushi Roll,7.4,7,9,0,189.71,28,0,0,Fast Food,Sunny,Low,Bike,34.7,4,0,2
266,user_084,Paneer Tikka,8.05,30,13,1,825.41,24,1,1,Continental,Storm,Medium,Bike,80.8,1,0,1
267,user_045,Sushi Roll,7.24,21,16,0,121.51,8,0,2,Italian,Storm,Medium,Bicycle,65.2,5,0,2
268,user_033,Veg Fried Rice,3.5,18,16,0,808.73,71,1,2,South Indian,Cloudy,Medium,Scooter,41.4,1,0,4
269,user_030,Sushi Roll,5.78,19,21,0,1355.13,3,0,2,Fast Food,Storm,Low,Scooter,49.2,2,0,3
270,user_074,Sushi Roll,1.57,26,13,1,1148.3,43,1,1,South Indian,Sunny,High,Scooter,55.0,3,0,2
271,user_011,Ice Cream Cone,3.55,12,23,1,383.87,31,0,2,Fast Food,Cloudy,Low,Bicycle,37.2,1,1,5
272,user_068,Chocolate Donut,6.16,23,23,0,1316.28,62,1,2,Indian,Sunny,Medium,Scooter,47.9,5,1,5
273,user_013,Sushi Roll,5.76,8,19,0,1077.54,58,0,0,Indian,Rain,Medium,Bicycle,40.1,2,0,5
274,user_052,Sushi Roll,5.92,24,22,1,580.34,23,0,1,Italian,Cloudy,High,Scooter,68.1,3,0,2
275,user_002,Margherita Pizza,1.65,13,21,1,1225.72,71,0,3,South Indian,Cloudy,High,Bicycle,48.4,2,0,4
276,user_043,Sushi Roll,10.37,6,19,1,657.76,20,1,2,Chinese,Rain,Medium,Scooter,61.0,1,0,3
277,user_087,Veg Fried Rice,4.54,26,23,0,1448.36,25,0,1,South Indian,Rain,Medium,Bike,55.4,3,0,4
278,user_044,Margherita Pizza,11.5,10,18,0,996.81,43,0,3,Indian,Storm,High,Scooter,76.8,1,1,3
279,user_017,Ice Cream Cone,5.05,19,15,0,1193.36,46,0,3,Continental,Rain,High,Scooter,56.4,2,0,3
280,user_084,Chocolate Donut,1.6,20,17,0,867.81,3,0,0,Continental,Sunny,Low,Bike,25.6,5,0,2
281,user_070,Sushi Roll,6.56,10,22,1,140.0,45,0,2,Chinese,Rain,Medium,Bicycle,56.6,4,0,2
282,user_057,Sushi Roll,9.11,23,19,0,708.97,68,0,2,Continental,Cloudy,High,Bicycle,67.8,2,0,4
283,user_099,Chocolate Donut,9.88,9,17,1,581.44,60,0,3,Italian,Cloudy,Medium,Bike,62.7,4,0,5
284,user_055,Ice Cream Cone,10.64,18,15,1,652.65,20,0,3,Chinese,Sunny,High,Scooter,74.2,2,0,5
285,user_035,Ice Cream Cone,9.8,18,23,0,363.2,8,1,2,South Indian,Rain,Medium,Bicycle,57.8,4,0,2
286,user_028,Sushi Roll,0.75,8,21,0,494.96,16,0,0,Italian,Sunny,Low,Bike,15.9,2,1,3
287,user_033,Chocolate Donut,4.3,29,8,0,1432.3,7,0,3,Fast Food,Rain,Medium,Bicycle,51.5,4,0,1
288,user_021,Ice Cream Cone,11.94,11,9,1,745.17,12,0,1,Continental,Cloudy,Medium,Scooter,66.4,3,0,5
289,user_036,Veg Fried Rice,2.79,6,11,0,1309.12,27,0,1,South Indian,Sunny,Medium,Scooter,29.0,3,1,4
290,user_098,Ice Cream Cone,5.97,24,9,0,316.99,11,1,3,Chinese,Sunny,Low,Bicycle,39.3,5,0,1
291,user_003,Ice Cream Cone,1.95,12,20,0,543.44,71,0,2,Italian,Cloudy,High,Bicycle,44.1,4,0,3
292,user_036,Veg Fried Rice,5.53,14,13,0,859.83,62,1,1,Continental,Cloudy,Medium,Bike,44.9,3,0,1
293,user_100,Veg Fried Rice,6.73,19,15,0,101.01,64,0,1,South Indian,Cloudy,Medium,Scooter,53.4,5,0,3
294,user_067,Ice Cream Cone,2.68,26,10,0,796.57,70,1,2,Continental,Sunny,High,Bicycle,48.8,3,1,1
295,user_010,Paneer Tikka,2.7,6,14,1,899.42,49,0,2,Chinese,Cloudy,Low,Bike,30.2,2,0,4
296,user_010,Margherita Pizza,9.05,18,11,0,1250.84,7,0,2,Indian,Storm,High,Bike,74.4,1,0,1
297,user_059,Ice Cream Cone,6.55,12,21,1,898.04,22,0,3,Continental,Cloudy,High,Scooter,63.3,5,0,1
298,user_053,Ice Cream Cone,8.06,22,21,0,1497.81,56,0,2,Chinese,Cloudy,High,Scooter,64.9,3,0,3
299,user_077,Paneer Tikka,9.31,28,12,1,455.72,57,0,3,South Indian,Cloudy,High,Bicycle,76.9,1,0,3
300,user_018,Sushi Roll,0.75,27,19,0,1251.27,70,0,1,Indian,Rain,Low,Bike,34.3,4,0,5
301,user_013,Veg Fried Rice,5.1,11,17,1,1127.97,41,0,1,Chinese,Cloudy,Medium,Scooter,49.4,5,0,1
302,user_082,Ice Cream Cone,4.35,18,20,0,683.13,15,0,1,Continental,Storm,Low,Bike,49.0,5,0,1
303,user_012,Margherita Pizza,4.26,27,21,0,409.12,6,0,3,Italian,Sunny,Medium,Bicycle,49.4,5,0,3
304,user_062,Veg Fried Rice,7.07,6,14,1,867.41,33,1,3,Fast Food,Cloudy,Low,Scooter,45.5,2,0,4
305,user_045,Margherita Pizza,6.53,12,18,0,200.3,55,0,0,Fast Food,Cloudy,High,Bicycle,51.4,4,0,3
306,user_094,Paneer Tikka,7.59,30,11,0,719.09,18,0,1,South Indian,Sunny,Medium,Bike,55.2,3,1,1
307,user_071,Chocolate Donut,9.75,14,12,1,730.09,2,0,1,Chinese,Cloudy,Medium,Bike,61.4,5,0,1
308,user_085,Sushi Roll,2.81,27,11,1,965.15,6,0,0,Fast Food,Sunny,Medium,Bike,48.3,3,0,1
309,user_092,Paneer Tikka,8.66,15,9,0,778.53,68,1,1,Italian,Storm,Low,Scooter,56.2,4,0,2
310,user_008,Ice Cream Cone,2.31,16,16,0,1058.04,45,0,1,South Indian,Rain,Medium,Scooter,43.0,5,0,4
311,user_040,Veg Fried Rice,5.02,9,18,1,222.91,48,0,1,Indian,Rain,Low,Bike,42.4,5,1,4
312,user_073,Margherita Pizza,6.73,30,18,1,383.23,17,0,1,South Indian,Cloudy,Low,Bicycle,59.4,2,0,1
313,user_025,Paneer Tikka,2.17,5,12,0,1171.61,52,0,2,South Indian,Sunny,Low,Scooter,18.6,3,1,2
314,user_084,Sushi Roll,7.36,12,13,0,1062.33,45,1,3,Indian,Rain,High,Bicycle,55.6,5,0,4
315,user_009,Margherita Pizza,0.87,29,22,1,1456.34,34,0,1,Fast Food,Storm,Low,Bike,55.9,2,0,5
316,user_068,Ice Cream Cone,9.43,24,9,0,1129.46,48,0,3,Fast Food,Rain,Medium,Bike,64.0,5,0,5
317,user_039,Sushi Roll,3.33,22,22,0,653.86,5,0,0,Indian,Storm,Medium,Bike,52.9,4,0,2
318,user_090,Veg Fried Rice,10.89,19,12,0,1261.85,57,1,0,Fast Food,Rain,High,Bike,69.6,5,0,4
319,user_016,Paneer Tikka,7.29,27,11,1,1354.11,58,1,2,Fast Food,Rain,Medium,Bike,69.3,2,0,4
320,user_073,Ice Cream Cone,8.86,21,12,0,956.9,20,0,3,Continental,Rain,Low,Bicycle,50.1,2,0,2
321,user_098,Sushi Roll,4.06,29,8,0,1445.35,36,0,0,Chinese,Cloudy,High,Bike,61.8,2,1,4
322,user_071,Sushi Roll,6.17,11,14,0,924.41,60,0,3,Fast Food,Storm,High,Bike,59.6,5,1,1
323,user_021,Ice Cream Cone,2.17,6,17,1,1033.8,38,0,0,Chinese,Cloudy,Low,Bicycle,28.9,4,0,5
324,user_009,Sushi Roll,11.21,7,23,0,1175.92,41,0,3,Continental,Cloudy,Medium,Bicycle,55.8,4,0,2
325,user_091,Sushi Roll,2.91,11,21,0,956.88,13,0,0,Indian,Rain,Medium,Bicycle,37.9,5,0,5
326,user_030,Ice Cream Cone,4.57,9,17,0,960.01,63,0,3,Italian,Rain,High,Bicycle,48.7,2,0,2
327,user_026,Ice Cream Cone,1.86,11,17,0,1219.39,53,0,2,Indian,Sunny,Low,Scooter,21.4,2,1,3
328,user_044,Ice Cream Cone,9.32,8,23,0,1060.17,43,0,0,Indian,Rain,Medium,Bicycle,53.9,2,0,4
329,user_039,Veg Fried Rice,10.76,22,18,0,1354.3,59,0,3,Indian,Cloudy,Medium,Bike,65.9,1,0,5
330,user_022,Veg Fried Rice,9.69,30,20,0,595.03,19,0,0,South Indian,Sunny,Low,Bicycle,54.3,4,0,2
331,user_039,Margherita Pizza,8.66,13,11,0,679.42,63,0,2,South Indian,Sunny,Medium,Bicycle,47.5,3,0,3
332,user_013,Veg Fried Rice,9.69,21,12,0,315.71,43,0,2,Indian,Cloudy,Low,Scooter,54.6,2,0,2
333,user_099,Ice Cream Cone,6.51,5,17,0,535.37,5,0,0,Continental,Sunny,Medium,Scooter,35.8,1,1,1
334,user_080,Veg Fried Rice,2.71,13,11,1,845.19,56,0,2,South Indian,Rain,High,Bike,52.8,3,1,2
335,user_007,Margherita Pizza,11.35,30,8,1,496.57,31,1,2,South Indian,Rain,High,Scooter,89.1,3,0,4
336,user_026,Ice Cream Cone,5.4,10,10,1,1086.55,75,0,3,Continental,Sunny,Low,Scooter,39.2,3,0,4
337,user_047,Chocolate Donut,5.74,26,13,0,1002.19,59,0,1,South Indian,Cloudy,Low,Bicycle,44.4,5,0,3
338,user_052,Ice Cream Cone,1.8,20,11,1,745.74,21,0,2,Italian,Storm,Medium,Bike,58.1,2,0,3
339,user_089,Veg Fried Rice,7.29,12,21,0,969.22,70,1,3,South Indian,Sunny,Medium,Bicycle,42.9,3,0,4
340,user_013,Chocolate Donut,8.12,7,13,1,1135.11,73,0,0,South Indian,Rain,High,Bicycle,64.8,4,0,3
341,user_085,Margherita Pizza,7.36,17,22,0,558.37,7,1,1,Fast Food,Sunny,High,Bike,57.6,1,0,5
342,user_075,Paneer Tikka,2.87,15,20,0,519.63,38,0,3,Italian,Storm,High,Bicycle,58.0,3,0,2
343,user_076,Chocolate Donut,0.51,22,18,0,1249.05,45,1,2,Italian,Sunny,Medium,Bicycle,35.9,2,0,4
344,user_086,Margherita Pizza,2.49,9,12,1,363.52,49,0,2,Fast Food,Storm,Medium,Bicycle,53.6,2,0,1
345,user_071,Chocolate Donut,8.07,9,20,0,218.53,53,0,3,Indian,Sunny,Low,Bicycle,37.2,4,0,3
346,user_091,Sushi Roll,6.23,28,11,1,431.45,64,0,2,Chinese,Cloudy,Medium,Bicycle,61.4,1,0,5
347,user_070,Veg Fried Rice,11.81,29,17,0,1190.42,59,0,0,Fast Food,Sunny,Low,Bicycle,58.3,1,0,5
348,user_077,Ice Cream Cone,6.4,20,17,0,903.55,42,0,2,Indian,Rain,High,Bike,59.7,1,0,5
349,user_036,Sushi Roll,7.09,26,12,0,1486.51,3,0,0,Italian,Sunny,High,Scooter,58.7,1,0,5
350,user_068,Paneer Tikka,7.44,23,18,0,1134.55,57,0,1,Italian,Rain,Medium,Bike,56.3,2,0,1
351,user_015,Paneer Tikka,3.24,19,13,0,1116.4,21,1,2,Chinese,Cloudy,Medium,Scooter,39.7,3,0,4
352,user_058,Chocolate Donut,9.15,22,18,0,427.13,49,0,1,Fast Food,Storm,Medium,Scooter,69.5,4,1,5
353,user_051,Chocolate Donut,11.5,18,15,0,954.68,34,0,2,Continental,Sunny,Low,Bicycle,53.2,3,0,5
354,user_093,Sushi Roll,4.1,5,16,0,1041.92,8,1,0,Chinese,Rain,High,Bicycle,44.9,4,0,2
355,user_085,Ice Cream Cone,7.33,11,13,1,1430.68,15,0,0,Indian,Sunny,High,Bike,56.5,5,0,1
356,user_008,Chocolate Donut,11.27,25,20,0,734.82,35,0,2,Continental,Cloudy,Medium,Scooter,65.2,1,0,3
357,user_083,Paneer Tikka,6.15,11,22,0,954.42,22,0,0,Indian,Rain,Medium,Bike,43.9,4,0,3
358,user_090,Sushi Roll,3.38,19,20,0,126.27,63,1,0,Indian,Sunny,Low,Bike,34.3,4,0,5
359,user_069,Sushi Roll,8.87,30,18,0,1199.53,69,1,3,Indian,Storm,Medium,Scooter,76.9,4,1,3
360,user_050,Ice Cream Cone,6.65,15,14,1,212.64,58,0,2,Fast Food,Sunny,High,Bicycle,61.0,2,0,3
361,user_050,Paneer Tikka,6.09,25,17,0,713.18,24,1,1,Continental,Storm,Low,Bicycle,53.9,5,0,4
362,user_075,Margherita Pizza,4.38,28,10,1,159.94,15,1,3,South Indian,Storm,Low,Bike,65.2,5,1,1
363,user_022,Veg Fried Rice,10.93,24,10,1,164.12,16,1,0,Continental,Cloudy,Medium,Bicycle,75.6,1,0,1
364,user_076,Margherita Pizza,9.75,18,18,1,572.28,51,0,1,Indian,Storm,High,Bicycle,82.9,2,0,1
365,user_021,Paneer Tikka,4.75,10,23,1,714.13,74,1,0,Indian,Rain,Low,Scooter,44.6,5,0,1
366,user_053,Margherita Pizza,7.33,14,13,0,682.71,60,0,1,Indian,Sunny,Low,Bike,36.0,3,0,5
367,user_068,Paneer Tikka,7.54,7,19,0,978.07,38,0,0,Continental,Sunny,High,Bike,49.1,2,1,5
368,user_006,Paneer Tikka,3.68,11,19,0,257.75,19,0,3,South Indian,Cloudy,Medium,Bicycle,37.9,2,0,3
369,user_015,Paneer Tikka,10.74,19,15,0,160.64,6,0,1,Chinese,Storm,Medium,Scooter,69.1,1,0,4
370,user_029,Paneer Tikka,10.83,12,23,0,1190.57,41,1,1,South Indian,Rain,Medium,Bike,59.9,2,0,5
371,user_017,Paneer Tikka,7.51,10,9,1,642.26,17,0,1,Fast Food,Sunny,Medium,Bike,51.6,3,0,3
372,user_012,Chocolate Donut,9.24,12,23,0,1340.97,20,0,1,Chinese,Sunny,Medium,Scooter,49.0,5,0,2
373,user_006,Paneer Tikka,5.42,12,23,1,446.96,55,0,1,South Indian,Storm,Medium,Scooter,63.4,1,0,5
374,user_017,Sushi Roll,9.68,8,17,0,733.42,30,1,0,Indian,Storm,High,Scooter,70.0,4,0,2
375,user_052,Margherita Pizza,2.36,19,19,0,1301.09,74,1,3,Continental,Sunny,Low,Scooter,29.0,2,0,4
376,user_043,Ice Cream Cone,8.44,21,9,0,145.8,54,0,1,Continental,Sunny,High,Bike,62.5,1,0,5
377,user_043,Margherita Pizza,5.85,6,11,0,611.8,22,0,0,Continental,Rain,Low,Bike,35.2,2,0,4
378,user_016,Chocolate Donut,10.83,21,17,1,1052.32,35,1,2,Continental,Cloudy,High,Bike,77.8,4,0,4
379,user_010,Paneer Tikka,11.32,7,13,0,363.7,58,1,3,South Indian,Rain,High,Bicycle,66.6,3,0,3
380,user_083,Paneer Tikka,6.49,25,17,0,131.77,53,0,1,Indian,Cloudy,Medium,Bike,54.6,4,0,2
381,user_040,Margherita Pizza,5.23,15,16,0,1018.06,41,0,3,Indian,Sunny,Low,Bicycle,33.3,5,1,2
382,user_089,Ice Cream Cone,3.77,10,12,1,966.08,20,0,2,Fast Food,Rain,Medium,Bike,45.5,2,0,2
383,user_070,Margherita Pizza,5.57,16,17,0,358.3,71,0,2,Chinese,Sunny,Low,Scooter,38.0,2,0,1
384,user_038,Veg Fried Rice,11.17,9,12,0,106.01,69,0,2,Indian,Storm,Medium,Bike,66.1,3,0,5
385,user_012,Sushi Roll,6.01,6,9,1,295.19,70,1,0,Continental,Storm,Medium,Bicycle,57.6,2,0,5
386,user_051,Margherita Pizza,11.26,13,23,1,374.0,10,0,3,Continental,Cloudy,High,Bicycle,75.3,1,0,3
387,user_012,Margherita Pizza,8.73,18,22,0,617.48,47,1,2,South Indian,Sunny,High,Scooter,58.5,4,0,4
388,user_068,Sushi Roll,5.37,18,10,0,295.39,75,0,1,Fast Food,Rain,Low,Bicycle,40.3,4,0,5
389,user_063,Paneer Tikka,3.64,10,17,0,878.14,72,0,1,Fast Food,Sunny,Low,Scooter,24.3,4,0,5
390,user_063,Ice Cream Cone,0.81,5,15,0,315.63,38,0,3,Italian,Storm,High,Bicycle,42.3,3,0,1
391,user_094,Veg Fried Rice,4.66,20,8,0,891.8,33,0,3,Indian,Rain,Medium,Bike,51.5,1,0,3
392,user_010,Veg Fried Rice,8.47,16,14,0,328.63,34,0,2,Chinese,Sunny,Low,Scooter,39.7,3,0,2
393,user_019,Paneer Tikka,10.01,26,12,0,1219.83,34,0,2,Indian,Cloudy,High,Scooter,69.8,5,0,5
394,user_068,Veg Fried Rice,10.97,8,11,1,405.03,64,1,1,Italian,Rain,Medium,Scooter,65.8,5,0,4
395,user_016,Margherita Pizza,6.01,14,12,0,1067.47,17,0,2,Fast Food,Sunny,Low,Bike,32.9,3,1,2
396,user_005,Ice Cream Cone,11.78,18,9,1,1067.15,14,1,3,Continental,Cloudy,Medium,Bike,72.6,1,0,4
397,user_019,Ice Cream Cone,0.62,8,16,1,1195.32,26,0,1,Indian,Rain,Low,Bike,29.3,3,1,5
398,user_022,Veg Fried Rice,7.55,21,8,0,898.33,12,0,0,Italian,Rain,Low,Bicycle,49.7,2,0,1
399,user_098,Sushi Roll,5.56,8,11,0,353.19,45,0,3,Chinese,Storm,Medium,Bicycle,48.8,2,0,4
400,user_057,Margherita Pizza,6.91,6,21,0,215.15,63,1,2,Indian,Cloudy,Medium,Scooter,42.2,3,0,3
401,user_051,Chocolate Donut,4.73,5,11,0,1498.21,62,0,3,Fast Food,Cloudy,Low,Scooter,29.0,1,1,2
402,user_097,Ice Cream Cone,10.21,17,20,1,271.87,54,0,2,Indian,Rain,Low,Scooter,63.0,5,0,3
403,user_064,Ice Cream Cone,9.33,8,8,1,271.07,62,0,1,Fast Food,Storm,Medium,Bicycle,65.1,1,0,2
404,user_034,Veg Fried Rice,1.61,7,18,0,1025.51,66,0,3,Fast Food,Rain,Low,Scooter,23.1,4,0,5
405,user_100,Sushi Roll,1.87,19,13,0,540.38,48,0,0,South Indian,Sunny,Low,Scooter,25.2,5,0,4
406,user_051,Sushi Roll,9.29,23,23,0,1045.03,70,0,3,Fast Food,Cloudy,Medium,Bicycle,60.2,2,0,5
407,user_055,Sushi Roll,7.29,9,19,1,1271.71,44,0,0,Fast Food,Rain,Medium,Scooter,57.1,3,0,4
408,user_005,Chocolate Donut,7.95,23,21,1,218.92,8,0,0,Italian,Sunny,High,Bike,68.0,1,0,5
409,user_027,Sushi Roll,7.26,15,23,0,628.83,49,0,0,South Indian,Storm,Medium,Bike,61.5,1,0,5
410,user_074,Chocolate Donut,11.65,11,15,1,795.73,9,0,1,Continental,Rain,Low,Bicycle,59.5,1,0,5
411,user_039,Veg Fried Rice,4.37,7,17,1,893.0,67,0,1,Continental,Sunny,High,Bicycle,47.9,1,0,4
412,user_074,Chocolate Donut,7.69,19,14,0,1040.18,70,1,0,Continental,Rain,Low,Scooter,49.3,5,0,4
413,user_009,Ice Cream Cone,6.51,16,14,0,747.48,30,1,2,Italian,Storm,High,Bicycle,68.5,4,0,4
414,user_072,Chocolate Donut,7.41,17,21,1,433.88,19,1,1,Italian,Rain,High,Bike,71.2,3,0,1
415,user_008,Paneer Tikka,9.58,13,18,1,1022.14,22,0,0,Chinese,Cloudy,Medium,Bike,64.8,4,0,5
416,user_068,Sushi Roll,10.69,17,23,0,1420.43,17,1,0,Italian,Sunny,Medium,Scooter,55.8,5,0,1
417,user_036,Chocolate Donut,8.98,30,21,0,1147.72,30,0,1,Chinese,Sunny,Medium,Scooter,58.3,2,0,3
418,user_092,Sushi Roll,11.41,15,17,0,864.04,60,0,2,South Indian,Sunny,Medium,Bicycle,58.3,2,0,1
419,user_088,Paneer Tikka,1.13,30,15,0,1040.24,32,0,2,Continental,Sunny,High,Bicycle,49.7,3,0,4
420,user_099,Ice Cream Cone,11.27,29,21,1,429.64,26,0,1,Fast Food,Sunny,Medium,Scooter,76.0,3,0,1
421,user_094,Veg Fried Rice,11.15,15,18,0,1104.34,12,0,2,Italian,Sunny,Medium,Scooter,55.4,3,0,4
422,user_032,Veg Fried Rice,7.75,30,12,0,997.54,0,0,2,Continental,Sunny,Low,Bicycle,49.3,1,1,5
423,user_051,Chocolate Donut,8.95,13,15,0,342.87,75,0,2,Continental,Storm,Medium,Scooter,60.7,4,0,1
424,user_073,Paneer Tikka,8.56,10,8,1,169.7,54,0,1,Indian,Cloudy,Low,Scooter,47.9,3,0,5
425,user_077,Margherita Pizza,8.71,11,17,1,1424.47,34,0,3,Fast Food,Storm,High,Scooter,75.8,4,0,2
426,user_042,Ice Cream Cone,11.73,12,20,1,964.75,31,0,3,Fast Food,Cloudy,Medium,Bike,64.2,4,1,2
427,user_086,Veg Fried Rice,3.45,8,9,0,879.8,6,0,1,Continental,Storm,High,Scooter,53.1,3,0,1
428,user_041,Ice Cream Cone,2.02,22,21,0,157.57,22,0,3,Italian,Storm,Medium,Scooter,54.0,4,1,2
429,user_056,Margherita Pizza,6.24,13,18,0,1146.95,55,0,2,Italian,Sunny,Medium,Bike,42.4,3,0,4
430,user_046,Ice Cream Cone,3.14,6,23,1,758.35,20,0,3,Chinese,Storm,Low,Bike,41.7,4,1,4
431,user_001,Veg Fried Rice,1.58,14,13,1,352.92,21,0,2,Fast Food,Sunny,High,Bike,47.1,5,0,4
432,user_059,Ice Cream Cone,4.28,14,23,1,1053.84,15,0,0,Indian,Cloudy,Medium,Bicycle,51.5,2,1,4
433,user_037,Sushi Roll,11.65,25,9,1,971.31,57,0,1,Continental,Rain,High,Bicycle,83.9,1,0,1
434,user_097,Ice Cream Cone,3.26,29,12,1,1311.72,11,1,1,South Indian,Storm,Low,Scooter,58.4,4,0,1
435,user_050,Chocolate Donut,4.07,26,16,0,944.92,45,0,2,Italian,Storm,Medium,Bicycle,59.5,4,0,5
436,user_092,Margherita Pizza,7.56,18,23,0,982.96,11,1,2,South Indian,Storm,Low,Scooter,58.3,2,0,5
437,user_073,Paneer Tikka,10.93,20,10,0,520.55,16,0,2,Continental,Sunny,Medium,Scooter,60.4,5,0,1
